country,district_code,district,centx,centy,year_month,year,month,ipc,ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,count_violence,sum_fatalities,food_price_idx,area,cropland_pct,pop,ruggedness_mean,pasture_pct,date
South Sudan,93,Kapoeta North,33.46191,5.306582,2010_12,2010,12,,,0.3220482,75.22104,2.475713,-0.7162937,3.073018,-3.465163,0,0,1.190518,5758.278,56.15965,158305.0,13915.23,73.75362,2010-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_01,2011,1,2.0,,0.2634054,81.83121,0.4752589,-0.2888304,1.087729,-0.8805583,0,0,1.218722,5758.278,56.15965,192657.0,13915.23,73.75362,2011-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_02,2011,2,,,0.2509163,94.31878,2.550702,0.4325591,0.7444172,-0.3511072,0,0,1.211421,5758.278,56.15965,192657.0,13915.23,73.75362,2011-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_03,2011,3,,,0.2609818,91.30655,7.065831,-0.7514687,2.883623,-0.5593885,0,0,1.235659,5758.278,56.15965,192657.0,13915.23,73.75362,2011-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_04,2011,4,2.0,,0.3032647,81.1231,8.001044,-3.758007,10.15823,1.573021,0,0,1.308612,5758.278,56.15965,192657.0,13915.23,73.75362,2011-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_05,2011,5,,,0.3917843,90.09084,19.69564,6.563551,9.63372,-1.328117,0,0,1.330353,5758.278,56.15965,192657.0,13915.23,73.75362,2011-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_06,2011,6,,,0.5629104,116.4539,18.79752,3.902857,15.24714,3.499219,0,0,1.436166,5758.278,56.15965,192657.0,13915.23,73.75362,2011-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_07,2011,7,2.0,,0.5305123,94.05238,29.75579,6.221153,16.20602,0.937527,0,0,1.500835,5758.278,56.15965,192657.0,13915.23,73.75362,2011-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_08,2011,8,,,0.5975291,100.1217,20.10065,1.653611,22.32198,4.522139,0,0,1.601021,5758.278,56.15965,192657.0,13915.23,73.75362,2011-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_09,2011,9,,,0.6289622,107.8818,24.75445,6.821056,23.22489,7.324916,0,0,1.670782,5758.278,56.15965,192657.0,13915.23,73.75362,2011-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_10,2011,10,1.0,,0.5846128,103.0669,15.12277,-0.2885569,20.89005,4.992397,0,0,1.789437,5758.278,56.15965,192657.0,13915.23,73.75362,2011-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_11,2011,11,,,0.5996742,111.7566,12.53101,5.018747,20.01976,6.086231,0,0,1.783611,5758.278,56.15965,192657.0,13915.23,73.75362,2011-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2011_12,2011,12,,,0.4874567,113.8556,3.372714,0.1807067,10.42103,3.882853,0,0,1.797061,5758.278,56.15965,192657.0,13915.23,73.75362,2011-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_01,2012,1,1.0,,0.3322817,103.2288,0.4367027,-0.3273867,1.343013,-0.6252742,0,0,1.883414,5758.278,56.15965,227010.0,13915.23,73.75362,2012-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_02,2012,2,,,0.252287,94.83406,1.623445,-0.4946976,1.563837,0.4683129,0,0,1.863425,5758.278,56.15965,227010.0,13915.23,73.75362,2012-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_03,2012,3,,,0.2379877,83.26189,5.013646,-2.803654,1.660712,-1.7823,0,0,1.962241,5758.278,56.15965,227010.0,13915.23,73.75362,2012-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_04,2012,4,2.0,0.0,0.3433607,91.84876,19.88903,8.129981,10.15882,1.573607,0,0,1.99541,5758.278,56.15965,227010.0,13915.23,73.75362,2012-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_05,2012,5,,,0.5831779,134.1018,18.56013,5.428038,22.3825,11.42066,0,0,2.272399,5758.278,56.15965,227010.0,13915.23,73.75362,2012-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_06,2012,6,,,0.5894717,121.9489,18.54187,3.647209,19.71223,7.964319,0,0,2.216212,5758.278,56.15965,227010.0,13915.23,73.75362,2012-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_07,2012,7,1.0,0.0,0.6767517,119.9786,35.15437,11.61973,26.10511,10.83662,0,0,2.151657,5758.278,56.15965,227010.0,13915.23,73.75362,2012-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_08,2012,8,,,0.6723052,112.6512,21.66398,3.216946,24.32305,6.52321,0,0,2.115022,5758.278,56.15965,227010.0,13915.23,73.75362,2012-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_09,2012,9,,,0.643085,110.3042,23.1334,5.200005,23.54498,7.645004,0,0,2.100603,5758.278,56.15965,227010.0,13915.23,73.75362,2012-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_10,2012,10,1.0,0.0,0.656734,115.7818,18.7963,3.384968,23.01118,7.113523,0,0,2.262851,5758.278,56.15965,227010.0,13915.23,73.75362,2012-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_11,2012,11,,,0.649461,121.0349,11.98561,4.473348,24.94922,11.01568,0,0,2.290637,5758.278,56.15965,227010.0,13915.23,73.75362,2012-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2012_12,2012,12,,,0.5969712,139.435,4.019848,0.8278413,16.03955,9.501368,0,0,2.169469,5758.278,56.15965,227010.0,13915.23,73.75362,2012-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_01,2013,1,1.0,0.0,0.4329926,134.5162,0.973991,0.2099017,6.29845,4.330162,0,0,2.134277,5758.278,56.15965,261362.0,13915.23,73.75362,2013-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_02,2013,2,,,0.3144247,118.1915,1.596475,-0.5216678,2.94309,1.847565,0,0,2.068685,5758.278,56.15965,261362.0,13915.23,73.75362,2013-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_03,2013,3,,,0.2690798,94.13972,7.910129,0.09282976,8.081136,4.638124,0,0,1.957891,5758.278,56.15965,261362.0,13915.23,73.75362,2013-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_04,2013,4,2.0,1.0,0.3831096,102.4816,11.94245,0.1833957,9.793743,1.208533,0,0,2.043488,5758.278,56.15965,261362.0,13915.23,73.75362,2013-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_05,2013,5,,,0.412356,94.8213,10.84615,-2.285944,11.74592,0.7840864,0,0,2.045346,5758.278,56.15965,261362.0,13915.23,73.75362,2013-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_06,2013,6,,,0.4157748,86.01476,17.32212,2.42746,9.934139,-1.813777,0,0,2.008628,5758.278,56.15965,261362.0,13915.23,73.75362,2013-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_07,2013,7,2.0,0.0,0.6613841,117.2541,33.91927,10.38464,16.88961,1.621118,0,0,1.99109,5758.278,56.15965,261362.0,13915.23,73.75362,2013-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_08,2013,8,,,0.6757125,113.2221,13.66012,-4.786915,25.64665,7.846802,0,0,2.052501,5758.278,56.15965,261362.0,13915.23,73.75362,2013-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_09,2013,9,,,0.6211722,106.5457,17.05611,-0.8772813,20.06255,4.162569,0,0,2.038209,5758.278,56.15965,261362.0,13915.23,73.75362,2013-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_10,2013,10,1.0,0.0,0.6358821,112.1056,19.20411,3.792779,22.03938,6.141728,0,0,2.019703,5758.278,56.15965,261362.0,13915.23,73.75362,2013-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_11,2013,11,,,0.6154307,114.693,10.72521,3.21295,20.72151,6.787973,0,0,2.073074,5758.278,56.15965,261362.0,13915.23,73.75362,2013-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2013_12,2013,12,,,0.432546,101.0301,2.054114,-1.137893,6.703525,0.1653439,0,0,2.081061,5758.278,56.15965,261362.0,13915.23,73.75362,2013-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_01,2014,1,2.0,0.0,0.2974545,92.40913,0.5507253,-0.213364,1.448496,-0.5197914,0,0,2.217131,5758.278,56.15965,295714.0,13915.23,73.75362,2014-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_02,2014,2,,,0.2582675,97.0821,2.069496,-0.04864691,0.4660975,-0.6294269,0,0,2.173103,5758.278,56.15965,295714.0,13915.23,73.75362,2014-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_03,2014,3,,,0.3254677,113.8674,11.10683,3.289535,7.073546,3.630534,0,0,2.215965,5758.278,56.15965,295714.0,13915.23,73.75362,2014-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_04,2014,4,2.0,0.0,0.3344539,89.4662,6.209848,-5.549203,11.40851,2.823297,0,0,2.218828,5758.278,56.15965,295714.0,13915.23,73.75362,2014-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_05,2014,5,,,0.4078016,93.77402,16.85689,3.724799,11.93069,0.9688517,0,0,2.241505,5758.278,56.15965,295714.0,13915.23,73.75362,2014-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_06,2014,6,,,0.4613872,95.45097,15.9105,1.01584,12.49761,0.7496919,0,0,2.298956,5758.278,56.15965,295714.0,13915.23,73.75362,2014-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_07,2014,7,3.0,0.0,0.5770268,102.2988,27.47304,3.938405,15.74552,0.4770252,0,0,2.271004,5758.278,56.15965,295714.0,13915.23,73.75362,2014-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_08,2014,8,,,0.6588508,110.3968,25.43501,6.987971,22.84175,5.041903,0,0,1.92131,5758.278,56.15965,295714.0,13915.23,73.75362,2014-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_09,2014,9,,,0.611708,104.9224,11.87388,-6.05951,19.19191,3.291934,0,0,1.776772,5758.278,56.15965,295714.0,13915.23,73.75362,2014-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_10,2014,10,2.0,0.0,0.6805211,119.9755,16.4627,1.051366,23.32906,7.431407,0,0,1.74529,5758.278,56.15965,295714.0,13915.23,73.75362,2014-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_11,2014,11,,,0.6144037,114.5016,12.89277,5.380514,19.15365,5.220123,0,0,1.964416,5758.278,56.15965,295714.0,13915.23,73.75362,2014-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2014_12,2014,12,,,0.46413,108.4072,1.950254,-1.241754,9.972085,3.433904,0,0,1.810257,5758.278,56.15965,295714.0,13915.23,73.75362,2014-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_01,2015,1,2.0,0.0,0.3729181,115.8531,0.5524817,-0.2116077,2.697926,0.7296388,0,0,2.029655,5758.278,56.15965,330067.0,13915.23,73.75362,2015-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_02,2015,2,,,0.2631728,98.92599,1.451977,-0.6661656,2.146689,1.051164,0,0,1.813751,5758.278,56.15965,330067.0,13915.23,73.75362,2015-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_03,2015,3,,,0.265642,92.93695,6.744957,-1.072343,2.357673,-1.085339,1,7,1.845224,5758.278,56.15965,330067.0,13915.23,73.75362,2015-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_04,2015,4,2.0,0.0,0.5826013,155.8455,15.10849,3.349435,18.09281,9.507604,0,0,2.380008,5758.278,56.15965,330067.0,13915.23,73.75362,2015-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_05,2015,5,,,0.665859,153.1143,10.19996,-2.932133,26.46334,15.5015,0,0,2.718398,5758.278,56.15965,330067.0,13915.23,73.75362,2015-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_06,2015,6,,,0.6611681,136.7813,17.58247,2.687811,21.67093,9.923017,0,0,3.104297,5758.278,56.15965,330067.0,13915.23,73.75362,2015-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_07,2015,7,2.0,0.0,0.5589341,99.09117,16.78808,-6.746557,16.42845,1.159959,0,0,3.138743,5758.278,56.15965,330067.0,13915.23,73.75362,2015-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_08,2015,8,,,0.5377951,90.11274,11.32906,-7.117974,14.62754,-3.172302,0,0,3.364865,5758.278,56.15965,330067.0,13915.23,73.75362,2015-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_09,2015,9,,,0.492043,84.39698,13.84972,-4.083668,8.596171,-7.303806,0,0,3.627617,5758.278,56.15965,330067.0,13915.23,73.75362,2015-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_10,2015,10,2.0,0.0,0.5469742,96.43122,19.7834,4.372065,9.141931,-6.755725,0,0,3.789085,5758.278,56.15965,330067.0,13915.23,73.75362,2015-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_11,2015,11,,,0.6717054,125.1805,14.34415,6.831887,19.88356,5.950031,0,0,3.817629,5758.278,56.15965,330067.0,13915.23,73.75362,2015-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2015_12,2015,12,,,0.5935812,138.6432,2.388959,-0.8030485,13.26339,6.725207,0,0,4.308034,5758.278,56.15965,330067.0,13915.23,73.75362,2015-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_01,2016,1,,,0.4056118,126.0099,0.5887278,-0.1753616,4.050812,2.082524,0,0,4.501764,5758.278,56.15965,286493.0,13915.23,73.75362,2016-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_02,2016,2,2.0,0.0,0.2848118,107.06,1.538373,-0.5797699,0.2741791,-0.8213453,0,0,5.361663,5758.278,56.15965,286493.0,13915.23,73.75362,2016-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_03,2016,3,,,0.2778612,97.21193,6.341672,-1.475627,4.574214,1.131202,0,0,6.344889,5758.278,56.15965,286493.0,13915.23,73.75362,2016-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_04,2016,4,,,0.371339,99.33293,21.17984,9.420787,13.47796,4.892751,0,0,6.823875,5758.278,56.15965,286493.0,13915.23,73.75362,2016-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_05,2016,5,,,0.4424948,101.7517,10.99883,-2.133269,14.88135,3.919508,0,0,7.399021,5758.278,56.15965,286493.0,13915.23,73.75362,2016-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_06,2016,6,3.0,0.0,0.4827598,99.87251,11.46298,-3.431678,14.5461,2.798183,0,0,8.471965,5758.278,56.15965,286493.0,13915.23,73.75362,2016-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_07,2016,7,,,0.679399,120.4479,20.43553,-3.09911,27.02553,11.75704,0,0,8.691188,5758.278,56.15965,286493.0,13915.23,73.75362,2016-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_08,2016,8,,,0.6192465,103.7607,12.63006,-5.816977,22.94052,5.140673,0,0,8.735914,5758.278,56.15965,286493.0,13915.23,73.75362,2016-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_09,2016,9,,,0.5328768,91.40095,16.48265,-1.450736,13.68674,-2.213239,0,0,13.17442,5758.278,56.15965,286493.0,13915.23,73.75362,2016-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_10,2016,10,3.0,0.0,0.4876705,85.97601,18.63544,3.224113,11.26883,-4.628829,0,0,15.60976,5758.278,56.15965,286493.0,13915.23,73.75362,2016-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_11,2016,11,,,0.3977075,74.11762,4.829653,-2.682606,8.06703,-5.866501,0,0,16.69166,5758.278,56.15965,286493.0,13915.23,73.75362,2016-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2016_12,2016,12,,,0.3244998,75.79365,1.841723,-1.350284,2.598764,-3.939417,0,0,18.80576,5758.278,56.15965,286493.0,13915.23,73.75362,2016-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_01,2017,1,,,0.2567621,79.76736,0.5622113,-0.201878,0.5307004,-1.437587,0,0,20.3619,5758.278,56.15965,242920.0,13915.23,73.75362,2017-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_02,2017,2,3.0,0.0,0.2632867,98.96881,6.342583,4.224441,1.416054,0.3205298,0,0,21.697,5758.278,56.15965,242920.0,13915.23,73.75362,2017-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_03,2017,3,,,0.2968018,103.8385,5.049455,-2.767845,3.56112,0.1181077,0,0,24.19363,5758.278,56.15965,242920.0,13915.23,73.75362,2017-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_04,2017,4,,,0.2987255,79.90888,5.652654,-6.106397,8.745883,0.1606732,0,0,29.85478,5758.278,56.15965,242920.0,13915.23,73.75362,2017-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_05,2017,5,,,0.3845716,88.43228,11.69286,-1.439229,8.695713,-2.266124,0,0,32.13317,5758.278,56.15965,242920.0,13915.23,73.75362,2017-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_06,2017,6,3.0,0.0,0.3795487,78.52036,11.89227,-3.002388,6.33073,-5.417185,0,0,35.43571,5758.278,56.15965,242920.0,13915.23,73.75362,2017-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_07,2017,7,,,0.6042696,107.1285,36.59828,13.06364,19.82787,4.559379,0,0,36.68455,5758.278,56.15965,242920.0,13915.23,73.75362,2017-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_08,2017,8,,,0.6823973,114.3422,15.88405,-2.562991,24.69688,6.897039,1,0,37.05659,5758.278,56.15965,242920.0,13915.23,73.75362,2017-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_09,2017,9,,,0.6529412,111.9948,20.63753,2.704143,22.11723,6.217248,0,0,33.21808,5758.278,56.15965,242920.0,13915.23,73.75362,2017-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_10,2017,10,3.0,1.0,0.6649964,117.2385,19.48856,4.077227,21.98415,6.086493,0,0,35.15294,5758.278,56.15965,242920.0,13915.23,73.75362,2017-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_11,2017,11,,,0.6097717,113.6384,5.7211,-1.791158,18.77271,4.839176,0,0,33.19899,5758.278,56.15965,242920.0,13915.23,73.75362,2017-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2017_12,2017,12,,,0.4019304,93.87918,1.698796,-1.493211,4.235795,-2.302386,0,0,33.17129,5758.278,56.15965,242920.0,13915.23,73.75362,2017-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_01,2018,1,,,0.2993273,92.99092,0.5384469,-0.2256425,0.9856563,-0.9826313,0,0,34.11477,5758.278,56.15965,199346.0,13915.23,73.75362,2018-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_02,2018,2,3.0,0.0,0.262246,98.5776,2.648266,0.5301228,2.77972,1.684196,0,0,35.5745,5758.278,56.15965,199346.0,13915.23,73.75362,2018-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_03,2018,3,,,0.289669,101.343,13.68138,5.864082,5.077739,1.634727,0,0,39.56584,5758.278,56.15965,199346.0,13915.23,73.75362,2018-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_04,2018,4,,,0.3530779,94.44811,18.0082,6.249144,9.569511,0.9843014,0,0,41.80626,5758.278,56.15965,199346.0,13915.23,73.75362,2018-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_05,2018,5,,,0.4449752,102.3221,26.81186,13.67976,10.96477,0.002929709,0,0,42.93685,5758.278,56.15965,199346.0,13915.23,73.75362,2018-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_06,2018,6,3.0,1.0,0.6600509,136.5502,16.76325,1.868595,20.12303,8.375118,0,0,44.80486,5758.278,56.15965,199346.0,13915.23,73.75362,2018-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_07,2018,7,,,0.633014,112.2245,14.43591,-9.098728,19.85096,4.582467,0,0,48.28181,5758.278,56.15965,199346.0,13915.23,73.75362,2018-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_08,2018,8,,,0.6008287,100.6746,21.42009,2.973051,14.32303,-3.47681,0,0,46.98,5758.278,56.15965,199346.0,13915.23,73.75362,2018-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_09,2018,9,,,0.5707195,97.89186,13.85464,-4.078752,11.24548,-4.654499,0,0,46.74892,5758.278,56.15965,199346.0,13915.23,73.75362,2018-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_10,2018,10,3.0,0.0,0.5543942,97.73937,16.5324,1.121071,12.9059,-2.991757,0,0,45.18495,5758.278,56.15965,199346.0,13915.23,73.75362,2018-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_11,2018,11,,,0.4800772,89.46821,4.989998,-2.522261,8.884608,-5.048923,0,0,48.47334,5758.278,56.15965,199346.0,13915.23,73.75362,2018-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2018_12,2018,12,,,0.3523958,82.30934,3.614844,0.4228371,3.734758,-2.803423,0,0,49.59812,5758.278,56.15965,199346.0,13915.23,73.75362,2018-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_01,2019,1,,,0.2870672,89.18212,0.5497549,-0.2143344,0.713769,-1.254519,0,0,52.25472,5758.278,56.15965,155773.0,13915.23,73.75362,2019-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_02,2019,2,4.0,0.0,0.260967,98.09682,3.271358,1.153215,0.8308527,-0.2646717,0,0,55.49156,5758.278,56.15965,155773.0,13915.23,73.75362,2019-02-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_03,2019,3,,,0.2704873,94.70932,6.233321,-1.543364,1.393,-2.020589,0,0,56.1705,5758.278,56.15965,155773.0,13915.23,73.75362,2019-03-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_04,2019,4,,,0.28377,76.42566,10.86289,-0.8961633,9.026074,0.4092928,0,0,58.61732,5758.278,56.15965,155773.0,13915.23,73.75362,2019-04-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_05,2019,5,,,0.3572802,82.15661,11.22133,-1.91076,7.951531,-3.010306,0,0,64.74774,5758.278,56.15965,155773.0,13915.23,73.75362,2019-05-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_06,2019,6,4.0,0.0,0.596008,123.3011,30.14238,15.24772,16.6441,4.89618,0,0,68.92908,5758.278,56.15965,155773.0,13915.23,73.75362,2019-06-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_07,2019,7,,,0.7026617,124.5721,23.04971,-0.4849317,27.50753,12.23904,0,0,70.56293,5758.278,56.15965,155773.0,13915.23,73.75362,2019-07-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_08,2019,8,,,0.7045824,118.0595,20.13602,1.688982,26.31908,8.519237,0,0,73.36723,5758.278,56.15965,155773.0,13915.23,73.75362,2019-08-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_09,2019,9,,,0.6668321,114.3774,18.86623,0.932838,21.69145,5.79147,0,0,68.68808,5758.278,56.15965,155773.0,13915.23,73.75362,2019-09-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_10,2019,10,3.0,0.0,0.6578364,115.9762,32.04351,16.63218,23.46357,7.565918,0,0,69.15899,5758.278,56.15965,155773.0,13915.23,73.75362,2019-10-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_11,2019,11,,,0.6659245,124.1031,11.10605,3.593787,24.13158,10.19804,0,0,82.59247,5758.278,56.15965,155773.0,13915.23,73.75362,2019-11-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2019_12,2019,12,,,0.6595083,154.0418,5.536057,2.34405,21.52308,14.9849,0,0,91.68735,5758.278,56.15965,155773.0,13915.23,73.75362,2019-12-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2020_01,2020,1,,,0.5267813,163.6532,1.494443,0.7358496,14.46762,12.49933,0,0,83.09598,5758.278,56.15965,594610.2,13915.23,73.75362,2020-01-01
South Sudan,93,Kapoeta North,33.46191,5.306582,2020_02,2020,2,4.0,0.0,0.4273556,160.6419,2.158676,0.01096392,7.958341,6.862816,0,0,80.61297,5758.278,56.15965,594610.2,13915.23,73.75362,2020-02-01
South Sudan,94,Lafon,32.67142,5.249238,2007_01,2007,1,,,0.3209736,111.5696,0.4030876,-0.2376071,1.830586,0.4261802,0,0,0.6513223,16314.18,38.10764,109823.3,17908.12,82.58201,2007-01-01
South Sudan,94,Lafon,32.67142,5.249238,2007_02,2007,2,,,0.2502516,108.695,1.875387,0.2092843,0.4178794,-0.4193486,0,0,0.643191,16314.18,38.10764,109823.3,17908.12,82.58201,2007-02-01
South Sudan,94,Lafon,32.67142,5.249238,2007_03,2007,3,,,0.2149968,92.9842,3.827876,-2.556602,2.062896,-0.501265,0,0,0.6365577,16314.18,38.10764,109823.3,17908.12,82.58201,2007-03-01
South Sudan,94,Lafon,32.67142,5.249238,2007_04,2007,4,,,0.2794572,94.69182,10.52668,-3.531027,4.71478,-1.97995,0,0,0.651888,16314.18,38.10764,109823.3,17908.12,82.58201,2007-04-01
South Sudan,94,Lafon,32.67142,5.249238,2007_05,2007,5,,,0.3642224,87.36305,17.22068,0.4023782,6.414062,-4.611005,0,0,0.6699902,16314.18,38.10764,109823.3,17908.12,82.58201,2007-05-01
South Sudan,94,Lafon,32.67142,5.249238,2007_06,2007,6,,,0.5649187,110.1872,16.73264,-0.9714277,15.13967,0.4491103,0,0,0.6957022,16314.18,38.10764,109823.3,17908.12,82.58201,2007-06-01
South Sudan,94,Lafon,32.67142,5.249238,2007_07,2007,7,,,0.6046053,102.4309,25.56512,0.3972331,19.51949,0.7666089,0,0,0.6812698,16314.18,38.10764,109823.3,17908.12,82.58201,2007-07-01
South Sudan,94,Lafon,32.67142,5.249238,2007_08,2007,8,,,0.6223032,101.9069,27.58341,6.926238,22.13787,1.640478,0,0,0.7015481,16314.18,38.10764,109823.3,17908.12,82.58201,2007-08-01
South Sudan,94,Lafon,32.67142,5.249238,2007_09,2007,9,,,0.5867852,101.2112,17.02688,-2.074642,18.77504,1.049822,0,0,0.7365972,16314.18,38.10764,109823.3,17908.12,82.58201,2007-09-01
South Sudan,94,Lafon,32.67142,5.249238,2007_10,2007,10,,,0.5746795,104.7099,10.75872,-5.959667,16.34761,0.4413072,0,0,0.7472121,16314.18,38.10764,109823.3,17908.12,82.58201,2007-10-01
South Sudan,94,Lafon,32.67142,5.249238,2007_11,2007,11,,,0.5720843,111.1782,12.55428,3.6117,13.78745,0.8180693,0,0,0.7748005,16314.18,38.10764,109823.3,17908.12,82.58201,2007-11-01
South Sudan,94,Lafon,32.67142,5.249238,2007_12,2007,12,,,0.4606924,114.6822,1.548334,-0.7366635,4.033079,-1.410497,0,0,0.7623797,16314.18,38.10764,109823.3,17908.12,82.58201,2007-12-01
