country,district_code,district,centx,centy,year_month,year,month,ipc,ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,count_violence,sum_fatalities,food_price_idx,area,cropland_pct,pop,ruggedness_mean,pasture_pct,date
South Sudan,74,Bor,32.00486,6.465644,2007_01,2007,1,,,0.3458505,114.3253,0.2539026,-0.1072259,0.6712492,0.04887985,0,0,0.5613632,14008.33,7.961984,239344.0,11393.76,90.8503,2007-01-01
South Sudan,74,Bor,32.00486,6.465644,2007_02,2007,2,,,0.3076001,119.8153,1.018789,0.1339269,0.1291835,-0.4579281,0,0,0.5656933,14008.33,7.961984,239344.0,11393.76,90.8503,2007-02-01
South Sudan,74,Bor,32.00486,6.465644,2007_03,2007,3,,,0.2783435,110.38,2.001045,-2.164728,1.02546,-0.5901745,0,0,0.5924365,14008.33,7.961984,239344.0,11393.76,90.8503,2007-03-01
South Sudan,74,Bor,32.00486,6.465644,2007_04,2007,4,,,0.3033203,102.316,12.83114,-0.3328491,3.846809,-1.845536,0,0,0.6053516,14008.33,7.961984,239344.0,11393.76,90.8503,2007-04-01
South Sudan,74,Bor,32.00486,6.465644,2007_05,2007,5,,,0.4137161,97.1873,19.27432,0.2884662,8.316274,-2.972735,0,0,0.6186993,14008.33,7.961984,239344.0,11393.76,90.8503,2007-05-01
South Sudan,74,Bor,32.00486,6.465644,2007_06,2007,6,,,0.6327206,113.5582,19.10175,0.1612849,18.79482,1.762026,0,0,0.6547201,14008.33,7.961984,239344.0,11393.76,90.8503,2007-06-01
South Sudan,74,Bor,32.00486,6.465644,2007_07,2007,7,,,0.676931,108.6346,23.76274,0.3778775,26.32908,4.739519,0,0,0.6689112,14008.33,7.961984,239344.0,11393.76,90.8503,2007-07-01
South Sudan,74,Bor,32.00486,6.465644,2007_08,2007,8,,,0.6825173,106.8848,29.44295,5.468792,27.04539,4.267536,0,0,0.7070176,14008.33,7.961984,239344.0,11393.76,90.8503,2007-08-01
South Sudan,74,Bor,32.00486,6.465644,2007_09,2007,9,,,0.655295,104.5998,21.70541,-2.746676,19.3311,-0.9520965,0,0,0.7052855,14008.33,7.961984,239344.0,11393.76,90.8503,2007-09-01
South Sudan,74,Bor,32.00486,6.465644,2007_10,2007,10,,,0.5913128,97.64369,11.5033,-5.842758,16.46292,-2.062405,0,0,0.7186948,14008.33,7.961984,239344.0,11393.76,90.8503,2007-10-01
South Sudan,74,Bor,32.00486,6.465644,2007_11,2007,11,,,0.5375134,97.69115,10.70308,3.920487,11.68638,-1.048091,2,34,0.7057215,14008.33,7.961984,239344.0,11393.76,90.8503,2007-11-01
South Sudan,74,Bor,32.00486,6.465644,2007_12,2007,12,,,0.3723131,90.02061,0.5983503,-0.1833895,1.648393,-1.923172,0,0,0.7091217,14008.33,7.961984,239344.0,11393.76,90.8503,2007-12-01
South Sudan,74,Bor,32.00486,6.465644,2008_01,2008,1,,,0.2799375,92.53691,0.3558399,-0.005288634,0.6018618,-0.02050762,0,0,0.7361441,14008.33,7.961984,247988.7,11393.76,90.8503,2008-01-01
South Sudan,74,Bor,32.00486,6.465644,2008_02,2008,2,,,0.2309243,89.9488,0.6550944,-0.2297674,0.08479522,-0.5023164,1,0,0.7406653,14008.33,7.961984,247988.7,11393.76,90.8503,2008-02-01
South Sudan,74,Bor,32.00486,6.465644,2008_03,2008,3,,,0.2376568,94.24529,4.988573,0.8227997,1.051219,-0.5644157,0,0,0.7570189,14008.33,7.961984,247988.7,11393.76,90.8503,2008-03-01
South Sudan,74,Bor,32.00486,6.465644,2008_04,2008,4,,,0.3028443,102.1555,11.44155,-1.722431,6.306763,0.6144188,0,0,0.7748888,14008.33,7.961984,247988.7,11393.76,90.8503,2008-04-01
South Sudan,74,Bor,32.00486,6.465644,2008_05,2008,5,,,0.4742646,111.4109,14.28004,-4.705816,12.00706,0.7180461,0,0,0.7497654,14008.33,7.961984,247988.7,11393.76,90.8503,2008-05-01
South Sudan,74,Bor,32.00486,6.465644,2008_06,2008,6,,,0.5472182,98.2126,9.557213,-9.383248,16.45102,-0.5817747,0,0,0.7583132,14008.33,7.961984,247988.7,11393.76,90.8503,2008-06-01
South Sudan,74,Bor,32.00486,6.465644,2008_07,2008,7,,,0.6453948,103.5736,17.97883,-5.406026,18.249,-3.340564,0,0,0.7878165,14008.33,7.961984,247988.7,11393.76,90.8503,2008-07-01
South Sudan,74,Bor,32.00486,6.465644,2008_08,2008,8,,,0.6452651,101.0509,20.90245,-3.071709,20.5049,-2.272952,2,19,0.7518327,14008.33,7.961984,247988.7,11393.76,90.8503,2008-08-01
South Sudan,74,Bor,32.00486,6.465644,2008_09,2008,9,,,0.6124093,97.7543,20.68701,-3.765067,20.89656,0.6133641,0,0,0.7835271,14008.33,7.961984,247988.7,11393.76,90.8503,2008-09-01
South Sudan,74,Bor,32.00486,6.465644,2008_10,2008,10,,,0.6095538,100.6558,18.5452,1.19914,16.41789,-2.107441,0,0,0.8120882,14008.33,7.961984,247988.7,11393.76,90.8503,2008-10-01
South Sudan,74,Bor,32.00486,6.465644,2008_11,2008,11,,,0.540205,98.18033,4.201064,-2.581531,6.837251,-5.897221,0,0,0.8135643,14008.33,7.961984,247988.7,11393.76,90.8503,2008-11-01
South Sudan,74,Bor,32.00486,6.465644,2008_12,2008,12,,,0.4382146,105.9548,0.5708221,-0.2109176,1.016638,-2.554927,0,0,0.8253463,14008.33,7.961984,247988.7,11393.76,90.8503,2008-12-01
South Sudan,74,Bor,32.00486,6.465644,2009_01,2009,1,,,0.327792,108.3558,0.3941045,0.03205463,0.6904098,0.06804043,1,1,0.8119846,14008.33,7.961984,256618.0,11393.76,90.8503,2009-01-01
South Sudan,74,Bor,32.00486,6.465644,2009_02,2009,2,,,0.2741534,106.7873,1.08628,0.2011398,0.6468359,0.05972425,1,0,0.7893664,14008.33,7.961984,256618.0,11393.76,90.8503,2009-02-01
South Sudan,74,Bor,32.00486,6.465644,2009_03,2009,3,,,0.2551656,101.388,2.463019,-1.719131,2.397876,0.8041208,2,2,0.7829695,14008.33,7.961984,256618.0,11393.76,90.8503,2009-03-01
South Sudan,74,Bor,32.00486,6.465644,2009_04,2009,4,,,0.4468311,150.5771,20.58571,7.421724,12.46824,6.831872,2,3,0.834251,14008.33,7.961984,256618.0,11393.76,90.8503,2009-04-01
South Sudan,74,Bor,32.00486,6.465644,2009_05,2009,5,,,0.4938817,116.0193,8.197217,-10.78864,17.63135,6.342342,0,0,0.9858418,14008.33,7.961984,256618.0,11393.76,90.8503,2009-05-01
South Sudan,74,Bor,32.00486,6.465644,2009_06,2009,6,,,0.456028,81.84614,11.38795,-7.552515,15.44914,-1.583656,0,0,1.080597,14008.33,7.961984,256618.0,11393.76,90.8503,2009-06-01
South Sudan,74,Bor,32.00486,6.465644,2009_07,2009,7,2.0,,0.5155502,82.73602,13.68619,-9.698671,14.02767,-7.561892,0,0,1.098674,14008.33,7.961984,256618.0,11393.76,90.8503,2009-07-01
South Sudan,74,Bor,32.00486,6.465644,2009_08,2009,8,,,0.6356943,99.55211,11.40786,-12.5663,17.72528,-5.052566,3,57,1.171685,14008.33,7.961984,256618.0,11393.76,90.8503,2009-08-01
South Sudan,74,Bor,32.00486,6.465644,2009_09,2009,9,,,0.6419968,102.4771,22.09833,-2.353753,20.24093,-0.04226441,1,6,1.194245,14008.33,7.961984,256618.0,11393.76,90.8503,2009-09-01
South Sudan,74,Bor,32.00486,6.465644,2009_10,2009,10,2.0,,0.606967,100.2287,11.13094,-6.215118,18.34797,-0.1773589,1,7,1.185251,14008.33,7.961984,256618.0,11393.76,90.8503,2009-10-01
South Sudan,74,Bor,32.00486,6.465644,2009_11,2009,11,,,0.4723715,85.85184,2.31489,-4.467705,7.499793,-5.23468,1,11,1.197838,14008.33,7.961984,256618.0,11393.76,90.8503,2009-11-01
South Sudan,74,Bor,32.00486,6.465644,2009_12,2009,12,,,0.3093003,74.7849,0.9304437,0.1487039,2.397086,-1.17448,3,22,1.205884,14008.33,7.961984,256618.0,11393.76,90.8503,2009-12-01
South Sudan,74,Bor,32.00486,6.465644,2010_01,2010,1,1.0,,0.2535015,83.79816,0.2931342,-0.06891564,0.1679761,-0.4543933,0,0,1.238529,14008.33,7.961984,265263.0,11393.76,90.8503,2010-01-01
South Sudan,74,Bor,32.00486,6.465644,2010_02,2010,2,,,0.220465,85.87476,1.40663,0.5214898,0.5844359,-0.002675717,0,0,1.262956,14008.33,7.961984,265263.0,11393.76,90.8503,2010-02-01
South Sudan,74,Bor,32.00486,6.465644,2010_03,2010,3,,,0.2185806,86.8513,3.486286,-0.6958632,0.7098744,-0.8838806,0,0,1.293821,14008.33,7.961984,265263.0,11393.76,90.8503,2010-03-01
South Sudan,74,Bor,32.00486,6.465644,2010_04,2010,4,2.0,,0.2275614,76.68565,7.614567,-5.549418,1.413454,-4.22291,0,0,1.292882,14008.33,7.961984,265263.0,11393.76,90.8503,2010-04-01
South Sudan,74,Bor,32.00486,6.465644,2010_05,2010,5,,,0.3382095,79.44981,23.36373,4.377874,10.13869,-1.150318,1,1,1.262869,14008.33,7.961984,265263.0,11393.76,90.8503,2010-05-01
South Sudan,74,Bor,32.00486,6.465644,2010_06,2010,6,,,0.5078212,91.14177,16.84291,-2.09755,15.03172,-2.001075,4,17,1.250079,14008.33,7.961984,265263.0,11393.76,90.8503,2010-06-01
South Sudan,74,Bor,32.00486,6.465644,2010_07,2010,7,2.0,,0.5923244,95.05682,32.51312,9.128263,19.93449,-1.655068,0,0,1.251864,14008.33,7.961984,265263.0,11393.76,90.8503,2010-07-01
South Sudan,74,Bor,32.00486,6.465644,2010_08,2010,8,,,0.6313306,98.86874,26.72625,2.752095,21.86967,-0.9081779,0,0,1.254549,14008.33,7.961984,265263.0,11393.76,90.8503,2010-08-01
South Sudan,74,Bor,32.00486,6.465644,2010_09,2010,9,,,0.6427058,102.5903,34.31896,9.866874,21.81356,1.530363,0,0,1.304488,14008.33,7.961984,265263.0,11393.76,90.8503,2010-09-01
South Sudan,74,Bor,32.00486,6.465644,2010_10,2010,10,2.0,,0.641986,106.0114,19.63301,2.286952,20.85407,2.328747,0,0,1.278539,14008.33,7.961984,265263.0,11393.76,90.8503,2010-10-01
South Sudan,74,Bor,32.00486,6.465644,2010_11,2010,11,,,0.6182626,112.367,7.372652,0.5900571,14.70795,1.973482,0,0,1.264122,14008.33,7.961984,265263.0,11393.76,90.8503,2010-11-01
South Sudan,74,Bor,32.00486,6.465644,2010_12,2010,12,,,0.5129991,124.0367,0.6800245,-0.1017152,4.600264,1.028698,3,20,1.254559,14008.33,7.961984,265263.0,11393.76,90.8503,2010-12-01
South Sudan,74,Bor,32.00486,6.465644,2011_01,2011,1,1.0,,0.3916366,129.4605,0.2438882,-0.1181617,1.23314,0.6107702,1,0,1.266479,14008.33,7.961984,271467.0,11393.76,90.8503,2011-01-01
South Sudan,74,Bor,32.00486,6.465644,2011_02,2011,2,,,0.2942942,114.6324,0.8363938,-0.04874679,0.7104549,0.1233433,5,200,1.2573,14008.33,7.961984,271467.0,11393.76,90.8503,2011-02-01
South Sudan,74,Bor,32.00486,6.465644,2011_03,2011,3,,,0.2818355,111.9851,3.717011,-0.4651382,1.38438,-0.2093754,5,0,1.244473,14008.33,7.961984,271467.0,11393.76,90.8503,2011-03-01
South Sudan,74,Bor,32.00486,6.465644,2011_04,2011,4,1.0,,0.2873098,96.8202,7.712567,-5.451418,11.1675,5.531131,2,161,1.253839,14008.33,7.961984,271467.0,11393.76,90.8503,2011-04-01
South Sudan,74,Bor,32.00486,6.465644,2011_05,2011,5,,,0.3782806,88.86306,20.41666,1.430811,11.92006,0.6310521,0,0,1.28987,14008.33,7.961984,271467.0,11393.76,90.8503,2011-05-01
South Sudan,74,Bor,32.00486,6.465644,2011_06,2011,6,,,0.5951636,106.8176,21.16102,2.220554,19.20317,2.170376,0,0,1.329476,14008.33,7.961984,271467.0,11393.76,90.8503,2011-06-01
South Sudan,74,Bor,32.00486,6.465644,2011_07,2011,7,2.0,,0.688878,110.5518,25.09263,1.707771,27.22566,5.636096,0,0,1.376833,14008.33,7.961984,271467.0,11393.76,90.8503,2011-07-01
South Sudan,74,Bor,32.00486,6.465644,2011_08,2011,8,,,0.6846078,107.2121,19.19065,-4.783506,29.1323,6.354455,0,0,1.464354,14008.33,7.961984,271467.0,11393.76,90.8503,2011-08-01
South Sudan,74,Bor,32.00486,6.465644,2011_09,2011,9,,,0.6568621,104.85,24.55962,0.1075368,28.53448,8.251287,0,0,1.638043,14008.33,7.961984,271467.0,11393.76,90.8503,2011-09-01
South Sudan,74,Bor,32.00486,6.465644,2011_10,2011,10,1.0,,0.6373178,105.2405,21.70207,4.356012,25.92152,7.396194,0,0,1.780095,14008.33,7.961984,271467.0,11393.76,90.8503,2011-10-01
South Sudan,74,Bor,32.00486,6.465644,2011_11,2011,11,,,0.5709555,103.7691,5.557292,-1.225302,17.68608,4.951605,0,0,1.89253,14008.33,7.961984,271467.0,11393.76,90.8503,2011-11-01
South Sudan,74,Bor,32.00486,6.465644,2011_12,2011,12,,,0.4204428,101.6578,0.5868914,-0.1948483,6.116094,2.544528,6,52,1.974504,14008.33,7.961984,271467.0,11393.76,90.8503,2011-12-01
South Sudan,74,Bor,32.00486,6.465644,2012_01,2012,1,2.0,,0.3123881,103.2639,0.2429348,-0.1191151,0.2799993,-0.3423701,2,22,2.206228,14008.33,7.961984,277671.0,11393.76,90.8503,2012-01-01
South Sudan,74,Bor,32.00486,6.465644,2012_02,2012,2,,,0.2576485,100.3583,0.822931,-0.06220958,0.3031591,-0.2839525,1,14,2.149427,14008.33,7.961984,277671.0,11393.76,90.8503,2012-02-01
South Sudan,74,Bor,32.00486,6.465644,2012_03,2012,3,,,0.2500935,99.3727,3.115293,-1.066856,0.6191584,-0.9745967,3,0,2.198749,14008.33,7.961984,277671.0,11393.76,90.8503,2012-03-01
South Sudan,74,Bor,32.00486,6.465644,2012_04,2012,4,2.0,0.0,0.2870931,96.74717,14.36134,1.197359,7.238667,1.602302,1,0,2.355737,14008.33,7.961984,277671.0,11393.76,90.8503,2012-04-01
South Sudan,74,Bor,32.00486,6.465644,2012_05,2012,5,,,0.4763287,111.8958,22.6409,3.655046,16.83426,5.545252,5,13,2.578505,14008.33,7.961984,277671.0,11393.76,90.8503,2012-05-01
South Sudan,74,Bor,32.00486,6.465644,2012_06,2012,6,,,0.6097738,109.4398,16.54822,-2.392244,23.38489,6.352095,1,2,2.530287,14008.33,7.961984,277671.0,11393.76,90.8503,2012-06-01
South Sudan,74,Bor,32.00486,6.465644,2012_07,2012,7,2.0,0.0,0.6620926,106.2533,36.46995,13.08509,27.57007,5.98051,0,0,2.20881,14008.33,7.961984,277671.0,11393.76,90.8503,2012-07-01
South Sudan,74,Bor,32.00486,6.465644,2012_08,2012,8,,,0.6751853,105.7365,28.97659,5.002434,28.93065,6.1528,0,0,2.024267,14008.33,7.961984,277671.0,11393.76,90.8503,2012-08-01
South Sudan,74,Bor,32.00486,6.465644,2012_09,2012,9,,,0.6299967,100.5616,26.39156,1.939476,27.42099,7.137798,2,1,1.973478,14008.33,7.961984,277671.0,11393.76,90.8503,2012-09-01
South Sudan,74,Bor,32.00486,6.465644,2012_10,2012,10,2.0,0.0,0.6139044,101.3742,20.64718,3.301127,25.27846,6.753136,5,7,2.362269,14008.33,7.961984,277671.0,11393.76,90.8503,2012-10-01
South Sudan,74,Bor,32.00486,6.465644,2012_11,2012,11,,,0.5535239,100.601,12.70517,5.922573,17.30039,4.56592,1,9,2.167846,14008.33,7.961984,277671.0,11393.76,90.8503,2012-11-01
South Sudan,74,Bor,32.00486,6.465644,2012_12,2012,12,,,0.4540836,109.7917,0.8230622,0.04132244,8.816511,5.244945,6,8,1.940871,14008.33,7.961984,277671.0,11393.76,90.8503,2012-12-01
South Sudan,74,Bor,32.00486,6.465644,2013_01,2013,1,1.0,0.0,0.3145096,103.9652,0.3290905,-0.03295935,1.943753,1.321384,4,10,1.891807,14008.33,7.961984,283876.0,11393.76,90.8503,2013-01-01
South Sudan,74,Bor,32.00486,6.465644,2013_02,2013,2,,,0.25765,100.3589,0.7869346,-0.09820593,2.46487,1.877758,1,0,1.895738,14008.33,7.961984,283876.0,11393.76,90.8503,2013-02-01
South Sudan,74,Bor,32.00486,6.465644,2013_03,2013,3,,,0.2514865,99.92619,5.2321,1.049951,3.42293,1.829175,1,1,1.867079,14008.33,7.961984,283876.0,11393.76,90.8503,2013-03-01
South Sudan,74,Bor,32.00486,6.465644,2013_04,2013,4,2.0,0.0,0.286365,96.50182,10.71161,-2.452373,2.652064,-2.984301,3,2,1.785579,14008.33,7.961984,283876.0,11393.76,90.8503,2013-04-01
South Sudan,74,Bor,32.00486,6.465644,2013_05,2013,5,,,0.3831827,90.01461,16.91891,-2.066948,10.93429,-0.3547196,2,5,1.655461,14008.33,7.961984,283876.0,11393.76,90.8503,2013-05-01
South Sudan,74,Bor,32.00486,6.465644,2013_06,2013,6,,,0.4736963,85.01716,27.90329,8.962828,13.68206,-3.350736,0,0,1.720477,14008.33,7.961984,283876.0,11393.76,90.8503,2013-06-01
South Sudan,74,Bor,32.00486,6.465644,2013_07,2013,7,2.0,0.0,0.5934337,95.23485,30.11254,6.727679,19.22904,-2.360519,0,0,1.889535,14008.33,7.961984,283876.0,11393.76,90.8503,2013-07-01
South Sudan,74,Bor,32.00486,6.465644,2013_08,2013,8,,,0.6353546,99.4989,18.84249,-5.131672,25.82965,3.051802,0,0,1.836256,14008.33,7.961984,283876.0,11393.76,90.8503,2013-08-01
South Sudan,74,Bor,32.00486,6.465644,2013_09,2013,9,,,0.6194891,98.88439,27.31473,2.862646,24.58269,4.299497,3,6,1.906542,14008.33,7.961984,283876.0,11393.76,90.8503,2013-09-01
South Sudan,74,Bor,32.00486,6.465644,2013_10,2013,10,1.0,0.0,0.6144401,101.4627,19.7809,2.434841,22.64961,4.12428,1,0,1.79405,14008.33,7.961984,283876.0,11393.76,90.8503,2013-10-01
South Sudan,74,Bor,32.00486,6.465644,2013_11,2013,11,,,0.5699695,103.5899,9.651173,2.868578,17.73819,5.003713,2,0,1.813764,14008.33,7.961984,283876.0,11393.76,90.8503,2013-11-01
South Sudan,74,Bor,32.00486,6.465644,2013_12,2013,12,,,0.4444945,107.4731,0.8047894,0.02304966,5.694625,2.123059,25,129,1.87868,14008.33,7.961984,283876.0,11393.76,90.8503,2013-12-01
South Sudan,74,Bor,32.00486,6.465644,2014_01,2014,1,2.0,0.0,0.3128272,103.409,0.2761435,-0.08590632,1.038568,0.4161989,39,375,1.914748,14008.33,7.961984,290080.0,11393.76,90.8503,2014-01-01
South Sudan,74,Bor,32.00486,6.465644,2014_02,2014,2,,,0.2704829,105.3575,0.9492706,0.06413001,1.020858,0.4337461,4,28,1.907473,14008.33,7.961984,290080.0,11393.76,90.8503,2014-02-01
South Sudan,74,Bor,32.00486,6.465644,2014_03,2014,3,,,0.2680577,106.5106,4.170177,-0.01197249,4.248914,2.655159,5,1,1.88984,14008.33,7.961984,290080.0,11393.76,90.8503,2014-03-01
South Sudan,74,Bor,32.00486,6.465644,2014_04,2014,4,2.0,0.0,0.2628162,88.56615,19.56435,6.400364,9.602914,3.96655,12,76,1.9754,14008.33,7.961984,290080.0,11393.76,90.8503,2014-04-01
South Sudan,74,Bor,32.00486,6.465644,2014_05,2014,5,,,0.459523,107.948,26.78999,7.804138,19.55006,8.261053,1,0,2.07643,14008.33,7.961984,290080.0,11393.76,90.8503,2014-05-01
South Sudan,74,Bor,32.00486,6.465644,2014_06,2014,6,,,0.6143352,110.2585,15.1707,-3.76976,22.36913,5.336328,1,0,2.202512,14008.33,7.961984,290080.0,11393.76,90.8503,2014-06-01
South Sudan,74,Bor,32.00486,6.465644,2014_07,2014,7,3.0,0.0,0.6376802,102.3356,20.7079,-2.676958,23.92883,2.339272,2,1,2.229237,14008.33,7.961984,290080.0,11393.76,90.8503,2014-07-01
South Sudan,74,Bor,32.00486,6.465644,2014_08,2014,8,,,0.6482376,101.5164,23.05623,-0.9179313,27.23646,4.458605,1,0,2.07516,14008.33,7.961984,290080.0,11393.76,90.8503,2014-08-01
South Sudan,74,Bor,32.00486,6.465644,2014_09,2014,9,,,0.6525318,104.1588,27.86091,3.408826,25.65934,5.376149,1,0,1.953609,14008.33,7.961984,290080.0,11393.76,90.8503,2014-09-01
South Sudan,74,Bor,32.00486,6.465644,2014_10,2014,10,2.0,0.0,0.6590742,108.8331,18.91898,1.572925,26.55071,8.025383,1,1,1.843383,14008.33,7.961984,290080.0,11393.76,90.8503,2014-10-01
South Sudan,74,Bor,32.00486,6.465644,2014_11,2014,11,,,0.5965852,108.4272,5.564631,-1.217964,20.83149,8.097018,1,0,1.902565,14008.33,7.961984,290080.0,11393.76,90.8503,2014-11-01
South Sudan,74,Bor,32.00486,6.465644,2014_12,2014,12,,,0.434098,104.9594,0.6987047,-0.08303504,7.590112,4.018546,2,3,1.882826,14008.33,7.961984,290080.0,11393.76,90.8503,2014-12-01
South Sudan,74,Bor,32.00486,6.465644,2015_01,2015,1,2.0,1.0,0.305375,100.9456,0.2682341,-0.09381579,1.439902,0.8175327,3,5,1.863284,14008.33,7.961984,296284.0,11393.76,90.8503,2015-01-01
South Sudan,74,Bor,32.00486,6.465644,2015_02,2015,2,,,0.2686154,104.6301,0.8463119,-0.03882866,1.495103,0.9079919,3,3,1.865949,14008.33,7.961984,296284.0,11393.76,90.8503,2015-02-01
South Sudan,74,Bor,32.00486,6.465644,2015_03,2015,3,,,0.2736845,108.7464,4.101619,-0.08053018,2.579986,0.9862306,2,0,1.971915,14008.33,7.961984,296284.0,11393.76,90.8503,2015-03-01
South Sudan,74,Bor,32.00486,6.465644,2015_04,2015,4,2.0,1.0,0.3180263,107.1713,11.30658,-1.85741,7.04928,1.412915,2,0,2.100154,14008.33,7.961984,296284.0,11393.76,90.8503,2015-04-01
South Sudan,74,Bor,32.00486,6.465644,2015_05,2015,5,,,0.5359676,125.9058,21.45863,2.472779,17.29999,6.010981,2,2,2.277618,14008.33,7.961984,296284.0,11393.76,90.8503,2015-05-01
South Sudan,74,Bor,32.00486,6.465644,2015_06,2015,6,,,0.6309107,113.2334,22.05496,3.114504,23.20433,6.171537,0,0,2.663955,14008.33,7.961984,296284.0,11393.76,90.8503,2015-06-01
South Sudan,74,Bor,32.00486,6.465644,2015_07,2015,7,2.0,0.0,0.6463969,103.7344,18.21496,-5.169898,25.4179,3.828336,2,0,2.895675,14008.33,7.961984,296284.0,11393.76,90.8503,2015-07-01
South Sudan,74,Bor,32.00486,6.465644,2015_08,2015,8,,,0.5728575,89.71163,14.66287,-9.311289,18.96551,-3.812337,1,0,3.017331,14008.33,7.961984,296284.0,11393.76,90.8503,2015-08-01
South Sudan,74,Bor,32.00486,6.465644,2015_09,2015,9,,,0.5684966,90.74484,22.80508,-1.647001,15.71058,-4.572616,1,0,3.190091,14008.33,7.961984,296284.0,11393.76,90.8503,2015-09-01
South Sudan,74,Bor,32.00486,6.465644,2015_10,2015,10,2.0,0.0,0.598138,98.77073,18.93701,1.590952,15.28705,-3.238277,2,24,3.344321,14008.33,7.961984,296284.0,11393.76,90.8503,2015-10-01
South Sudan,74,Bor,32.00486,6.465644,2015_11,2015,11,,,0.5338648,97.02802,11.06227,4.279671,11.28484,-1.449632,1,3,3.620547,14008.33,7.961984,296284.0,11393.76,90.8503,2015-11-01
South Sudan,74,Bor,32.00486,6.465644,2015_12,2015,12,,,0.4000693,96.73171,0.8398804,0.05814061,2.2064,-1.365166,0,0,3.923591,14008.33,7.961984,296284.0,11393.76,90.8503,2015-12-01
South Sudan,74,Bor,32.00486,6.465644,2016_01,2016,1,,,0.3020278,99.83912,0.275713,-0.08633682,0.3620319,-0.2603375,1,2,4.142797,14008.33,7.961984,262823.0,11393.76,90.8503,2016-01-01
South Sudan,74,Bor,32.00486,6.465644,2016_02,2016,2,2.0,0.0,0.2618489,101.9944,0.8404804,-0.04466015,0.3398641,-0.2472475,1,1,4.660846,14008.33,7.961984,262823.0,11393.76,90.8503,2016-02-01
South Sudan,74,Bor,32.00486,6.465644,2016_03,2016,3,,,0.2545321,101.1363,4.701653,0.5195035,3.142208,1.548453,3,2,5.426616,14008.33,7.961984,262823.0,11393.76,90.8503,2016-03-01
South Sudan,74,Bor,32.00486,6.465644,2016_04,2016,4,,,0.2955236,99.58817,23.00714,9.843159,6.642028,1.005663,5,3,6.904187,14008.33,7.961984,262823.0,11393.76,90.8503,2016-04-01
South Sudan,74,Bor,32.00486,6.465644,2016_05,2016,5,,,0.4058057,95.32906,20.12657,1.140718,13.36358,2.074575,1,1,7.540899,14008.33,7.961984,262823.0,11393.76,90.8503,2016-05-01
South Sudan,74,Bor,32.00486,6.465644,2016_06,2016,6,2.0,0.0,0.5329208,95.64656,21.72132,2.780861,17.63846,0.6056592,0,0,8.361844,14008.33,7.961984,262823.0,11393.76,90.8503,2016-06-01
South Sudan,74,Bor,32.00486,6.465644,2016_07,2016,7,,,0.6349909,101.904,29.1582,5.773336,26.06356,4.474,4,0,9.471664,14008.33,7.961984,262823.0,11393.76,90.8503,2016-07-01
South Sudan,74,Bor,32.00486,6.465644,2016_08,2016,8,,,0.6128337,95.97205,13.32363,-10.65053,22.93333,0.1554757,3,22,11.9462,14008.33,7.961984,262823.0,11393.76,90.8503,2016-08-01
South Sudan,74,Bor,32.00486,6.465644,2016_09,2016,9,,,0.5966204,95.23404,23.49724,-0.9548428,18.48504,-1.798157,2,0,14.03421,14008.33,7.961984,262823.0,11393.76,90.8503,2016-09-01
South Sudan,74,Bor,32.00486,6.465644,2016_10,2016,10,3.0,0.0,0.5429901,89.66414,15.81447,-1.531585,13.1897,-5.335624,3,1,15.20508,14008.33,7.961984,262823.0,11393.76,90.8503,2016-10-01
South Sudan,74,Bor,32.00486,6.465644,2016_11,2016,11,,,0.4704478,85.50221,7.068824,0.2862293,6.879664,-5.854809,3,12,16.36753,14008.33,7.961984,262823.0,11393.76,90.8503,2016-11-01
South Sudan,74,Bor,32.00486,6.465644,2016_12,2016,12,,,0.3651773,88.29525,0.709338,-0.07240177,1.734336,-1.83723,2,30,19.83671,14008.33,7.961984,262823.0,11393.76,90.8503,2016-12-01
South Sudan,74,Bor,32.00486,6.465644,2017_01,2017,1,,,0.2807985,92.82153,0.2817937,-0.08025615,0.05794735,-0.564422,2,0,22.26562,14008.33,7.961984,229361.0,11393.76,90.8503,2017-01-01
South Sudan,74,Bor,32.00486,6.465644,2017_02,2017,2,2.0,1.0,0.2442644,95.145,1.142682,0.2575412,0.4186475,-0.1684641,4,6,26.15236,14008.33,7.961984,229361.0,11393.76,90.8503,2017-02-01
South Sudan,74,Bor,32.00486,6.465644,2017_03,2017,3,,,0.2442315,97.04349,3.464903,-0.7172469,1.014602,-0.5791528,2,0,29.257,14008.33,7.961984,229361.0,11393.76,90.8503,2017-03-01
South Sudan,74,Bor,32.00486,6.465644,2017_04,2017,4,,,0.2589816,87.27393,9.956213,-3.207772,6.38292,0.7465551,4,5,31.88891,14008.33,7.961984,229361.0,11393.76,90.8503,2017-04-01
South Sudan,74,Bor,32.00486,6.465644,2017_05,2017,5,,,0.4204741,98.77486,21.90633,2.920474,14.70018,3.41117,8,4,32.21042,14008.33,7.961984,229361.0,11393.76,90.8503,2017-05-01
South Sudan,74,Bor,32.00486,6.465644,2017_06,2017,6,3.0,0.0,0.5206785,93.44935,18.02526,-0.9151995,15.18017,-1.852624,2,2,39.65633,14008.33,7.961984,229361.0,11393.76,90.8503,2017-06-01
South Sudan,74,Bor,32.00486,6.465644,2017_07,2017,7,,,0.5829647,93.55476,26.13847,2.753613,19.2449,-2.344664,5,36,42.12517,14008.33,7.961984,229361.0,11393.76,90.8503,2017-07-01
